operation_id,operation_name,location_address,corrected_date,narrative,county,number_descriptions ,technical_assistance,operation_type
249755,Willow Bend Learning Center,3900 W PARK BLVD  PLANO TX- 75075 3543,8/19/16,Based on the interviews of collaterals during an investigation a caregiver yelled at children and pushed a child down during activities on the playground.,COLLIN,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",NO,Licensed Center
1269737,Americas Choice Children Center,10792 BELLAIRE BLVD STE D HOUSTON TX- 77072 2764,8/21/17,Based on the information gathered during this investigation a toy snake was used to hit one child as a form of discipline.    Note: Caregiver was immediately terminated based on the findings.,HARRIS,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,YES,Licensed Center
1082688,Arlington Child Development Center,1120 UTA BLVD  ARLINGTON TX- 76013 6985,8/21/17,This standard was reviewed as a possible violation to the minimum standards and was found to be deficient. The caregiver used harsh and unusual treatment on a child when the caregiver used parts of their body to restrain a child into a sleeping position.,TARRANT,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",NO,Licensed Center
166103,Colleyville Creme De La Creme,6805 COLLEYVILLE BLVD  COLLEYVILLE TX- 76034 6243,8/21/17,A caregiver held a child sitting against the wall with her foot to prevent the child from getting up from the floor.  The caregiver also restrained the child several minutes later by holding the child's  upper body and legs while the caregiver had the child in her lap.,TARRANT,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",NO,Licensed Center
449560,Power Kidz Learning and Daycare Center,4700 N MESA ST STE A-4B1C EL PASO TX- 79912 6171,8/21/17,A child was left unattended inside a daycare's van for approximately one hour placing the child at significant risk of harm.,EL PASO,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",NO,Licensed Center
1145234,Sunshine Learning Academy,711 S LOVERS LN  GATESVILLE TX- 76528 2527,8/21/17,During an investigation it was found that children were placed in timeout and the caregiver would position her body in front of the children in a manner that was intended to prevent them from getting up.  A caregiver was also observed forcefully grabbing a child by the bicep area.  The operation notified licensing of this concern.,CORYELL,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",YES,Licensed Center
167789,The Family Place Child Development Center,PO BOX 7999  DALLAS TX- 75209 0999,8/21/17,"Based on information gathered, a violation of this standard was determined.",DALLAS,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,NO,Licensed Center
349623,Learning Depot Child Development Center,5398 MEADOWGREEN DR  AMARILLO TX- 79110 4606,8/22/16,Based on the information obtained during the investigation a child was found to be neglectfully supervised due to a breach in duty.,RANDALL,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",YES,Licensed Center
921649,Childcare Network #197,717 W STEPHENS ST  ARLINGTON TX- 76017 5810,8/22/17,Out of six children interviewed all six stated a caregiver has either grabbed them or they have witnessed a caregiver grabbing a child by the arm as a form of discipline.,TARRANT,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",YES,Licensed Center
1141558,Early Explorers Learning Academy #2,12355 WOOD FOREST DR  HOUSTON TX- 77013 4944,8/22/17,A caregiver was observed inappropriately disciplining a child at the time of inspection,HARRIS,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",NO,Licensed Center
162346,Tots Haven Christian Academy,5216 HELMICK AVE  FORT WORTH TX- 76107 7514,8/23/17,It was determined that a caregiver grabbed a child in care by the wrist leaving an injury.  The child did not want to play on the playground and the caregiver grabbed her by the wrist and pulled her to a different area.,TARRANT,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,NO,Licensed Center
96579,Aunt Faye Early Learning Academy,2638 S BECKLEY AVE  DALLAS TX- 75224 2936,8/24/17,Children in care are disciplined by being spanked by the caregiver with a hand or belt.,DALLAS,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,NO,Licensed Center
96579,Aunt Faye Early Learning Academy,2638 S BECKLEY AVE  DALLAS TX- 75224 2936,8/24/17,A child was disciplined by being pinched on the arm.,DALLAS,"746.2805(3) - Prohibited Punishments - Pinching, Shaking, or Biting",NO,Licensed Center
149203,Gwendolyn C Gragg Head Start & CDTC,2400 E 1ST ST  FORT WORTH TX- 76111 1154,8/25/17,This standard was evaluated with regard to an investigation. A caregiver slapped a child on the face with an open hand.  No injuries were observed.,TARRANT,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,NO,Licensed Center
318561,Metro City Kids,107 LANDING BLVD STE J LEAGUE CITY TX- 77573 3461,8/25/17,"Based on information obtained, there is sufficient evidence to support that a caregiver used prohibited punishment when the caregiver pulled a child by the child's arm and used force when turning the child's head to face the caregiver involved while the caregiver yelled at the child.",GALVESTON,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",YES,Licensed Center
1244761,Rising Stars Learning Center,826 N CROCKETT ST  SHERMAN TX- 75090 4924,8/25/17,An infant child received injuries that are concerning for maltreatment and physical abuse.,GRAYSON,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,NO,Licensed Center
646588,Wee Care Youth & Recreation Center,1670 N HAMPTON RD STE 115&116 DESOTO TX- 75115 8302,8/25/17,It was determined after the investigation and interviewing staff that the director was neglectful in ensuring the proper steps and procedures were followed during a field trip.,DALLAS,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",NO,Licensed Center
1117498,Summit Christian Learning Center,2575 MARSHALL RD  SAN ANTONIO TX- 78259 1608,8/28/17,"Based on the statements received, I have determined the caregiver used her hand to hit the toddler on the top of the hand to prevent the child from grabbing diapering supplies. The child did not cry and the hit did not cause markings on the skin.     The citation has been corrected by management once they were made aware of the incident. Management intervened and took the necessary steps for the operation staff to meet compliance regarding appropriate discipline and guidance.",BEXAR,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,YES,Licensed Center
1212192,"Bambino City Montessori Academy, LLC",302 LINCOLN PARK DR  CLEBURNE TX- 76033 7015,8/29/16,"The caregiver threatened inappropriate discipline to a young child, causing the child to respond negatively.",JOHNSON,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",YES,Licensed Center
1158600,Sandcastle Montessori Academy,15226 WEST RD  HOUSTON TX- 77095 1916,8/29/16,"Based on information obtained, there is sufficient evidence to support a child was neglectfully supervised while in care of the operation.",HARRIS,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",NO,Licensed Center
1128801,CHILDREN OF LIGHT,588 AMBLER AVE  ABILENE TX- 79601 2510,8/30/17,Maintenance personnel abused a child in care.,TAYLOR,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",YES,Licensed Center
1249317,YMCA of Metropolitan Dallas Park Cities Rise School,6000 PRESTON RD  DALLAS TX- 75205 2020,8/30/17,"Based on the information gathered during the investigation, it was identified that a child was able to leave the supervision of his caregivers at the operation and wonder outside the facility. As a result, the child was found by a passerby and returned to the caregivers inside the operation. The findings in this case were Reason to Believe for Neglectful Supervision.",DALLAS,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",NO,Licensed Center
604088,Happyland Preschool,1613 SOUTH ST  NACOGDOCHES TX- 75964 5987,8/31/16,Based on the information gathered there was enough evidence gained that a caregiver was using harsh and cruel punishment.,NACOGDOCHES,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",NO,Licensed Center
1115609,Kids 'R' Kids #4,10708 RANCHSTONE DR  HOUSTON TX- 77064 2642,8/31/16,"Based on information obtained, there is sufficient evidence to support that a child was neglected while in care during a field trip.",HARRIS,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",NO,Licensed Center
234945,Our Loving Mothers Daycare & Learning Center,8011 WILLIAMETTE AVE BLDG C EL PASO TX- 79907 2235,8/31/17,A finding that neglect occurred in the operation was made as a result of the investigation.,EL PASO,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",NO,Licensed Center
260050,ABC Learning Center,5901 HILLSIDE RD  AMARILLO TX- 79109 6294,9/2/16,"Based on the evidence obtained during the investigation the operation failed to ensure no child was abused when a caregiver engaged in a multitude of intentional, reckless acts that could have resulted in children being seriously injured.",RANDALL,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",YES,Licensed Center
97598,Learning Tree Center,3915 GOLLIHAR RD  CORPUS CHRISTI TX- 78415 2526,9/2/16,A caregiver grabbed a child's arm to redirect.    The correction was made by promptly removing and dismissing the caregiver.,NUECES,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",YES,Licensed Center
1248979,Primrose School of Pflugerville at Falcon Pointe,17721 COLORADO SAND DR  PFLUGERVILLE TX- 78660,9/2/16,During the investigation it was found that a caregiver dragged a child across a carpet while disciplining the child.,TRAVIS,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",YES,Licensed Center
324963,StarBrite Learning Center,24922 TOMBALL PKWY STE 118 TOMBALL TX- 77375 7872,9/2/16,A caregiver at the operation slapped a child in the face.,HARRIS,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,YES,Licensed Center
324963,StarBrite Learning Center,24922 TOMBALL PKWY STE 118 TOMBALL TX- 77375 7872,9/2/16,A child in care at the operation was injured by a caregiver at the operation.,HARRIS,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",NO,Licensed Center
541308,The Cottage House Day Care,9001 CASHEW DR STE 1000 EL PASO TX- 79907 2960,9/2/16,A caregiver used inappropriate discipline with a child.,EL PASO,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",YES,Licensed Center
101625,Marlin Headstart Center EOAC,HWY 6 FM 147  MARLIN TX- 76661,9/6/16,It was found that prohibited punishment was being used with a child in care at the operation.,FALLS,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",YES,Licensed Center
1128801,CHILDREN OF LIGHT,588 AMBLER AVE  ABILENE TX- 79601 2510,9/6/17,The operation utilized harsh punishment with the children in care.,TAYLOR,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",YES,Licensed Center
349622,Childrens Circle of Friends Child Development Academy,3510 BOWIE ST  AMARILLO TX- 79109 4943,9/6/17,based on the evidence obtained a caregiver lightly spanked a child with her hand on the bottom.,RANDALL,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,YES,Licensed Center
136712,Kindercare Frankford,4025 FRANKFORD RD  DALLAS TX- 75287 6607,9/6/17,Caregivers had children sit outside in the heat on a splash pad as a form of punishment.,COLLIN,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",YES,Licensed Center
1151539,The Goddard School of Sienna Plantation,6111 SIENNA RANCH RD  MISSOURI CITY TX- 77459 7120,9/7/16,Based upon the information/documentation obtained there is enough evidence to support that one caregiver used prohibited punishments with a two year old child.,FORT BEND,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",YES,Licensed Center
1113749,Club Rewind Summer Camp at Sampson Elementary,16002 COLES CROSSING DR  CYPRESS TX- 77429 6981,9/7/17,There is sufficient evidence to support the allegation of neglect in the operation.,HARRIS,"744.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected. or Exploited",YES,Licensed Center
