Injuries1 in CCL Investigations2 Sustained in Day Care Centers and Homes,,,,,,,,,,,,,,,,
"July 01, 2017 - July 31, 2018",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Operation Type3,Operation Number,Operation Name ,Impact Case ID,Impact Stage ID,Class Investigation ID,CLASS Investigaion Number,Date Intake Received ,Date Investigation Completed,Injury,Injury Related to Abuse/Neglect,Injury Determination,Type of Injury,Other Type of Injury,Injury Caused By,Injury Related To,Incident Location
Licensed Center,501967-810,Childrens Courtyard,45925083,69827476,1577576,2395780,12/3/2017,12/29/2017,Y,N,Non-Serious,Other,Light petechiae,Other,,Child in care at the operation
Licensed Center,1084846,Healthy Beginnings Montessori House,,0,1577599,2395249,12/4/2017,12/18/2017,Y,N,Non-Serious,Other,cut,Other,,Child in care at the operation
Licensed Center,1146926,LMNOP Childrens Academy,,,1577735,2396149,12/4/2017,1/9/2018,Y,N,Non-Serious,Laceration,,Other,,Child in care at the operation
Licensed Center,1544886,Pre-K 4 SA East Education Center,,,1577584,2395655,12/4/2017,12/22/2017,Y,N,Non-Serious,Mouth/Eye/Ear,,Outdoor Equipment/Structure,,Child in care at the operation
Licensed Center,1547033,By the Barnyard Gate,,0,1577689,2395971,12/4/2017,12/19/2017,Y,N,Serious,Laceration,,Outdoor Equipment/Structure,gate cut off finger,Child in care at the operation
Licensed Center,1618676,Kids Kampus Preschool Justin,,,1577642,2395817,12/4/2017,12/22/2017,Y,N,Non-Serious,Laceration,,Outdoor Equipment/Structure,,Child in care at the operation
Licensed Center,193276-747,Kinder Care Learning Center,,,1577548,2395229,12/4/2017,12/31/2017,Y,N,Serious,Laceration,,Other,,Child in care at the operation
Licensed Center,208849-765,Country Home Learning Center,,0,1577821,2395958,12/4/2017,1/31/2018,Y,N,Non-Serious,Laceration,,Other,,Child in care at the operation
Licensed Center,209612,Robindell Private School,45926807,69827072,1577572,2395771,12/4/2017,12/29/2017,Y,N,Non-Serious,Contusion,,Other,,Child in care at the operation
Licensed Center,23191,Denton City County Day School,,0,1577663,2395621,12/4/2017,12/8/2017,Y,N,Serious,Fracture,,Outdoor Equipment/Structure,,Child in care at the operation
Licensed Center,250301,Joe Pinner Branch YMCA,45933208,69833890,1577685,2396095,12/4/2017,1/3/2018,Y,Y,Non-Serious,Laceration,,Indoor Equipment/Structure,,Child in care at the operation
Licensed Center,544277,Creations Child Care and Learning Center,,0,1577739,2395939,12/4/2017,12/6/2017,Y,N,Non-Serious,Laceration,,Outdoor Equipment/Structure,,Child in care at the operation
Licensed Center,554964-810,Childrens Courtyard 4,,0,1577613,2395928,12/4/2017,12/8/2017,Y,N,Non-Serious,Fracture,,Outdoor Equipment/Structure,ground,Child in care at the operation
Licensed Center,819004-1967,Stepping Stone School XII,,,1577611,2395926,12/4/2017,12/6/2017,Y,N,Non-Serious,Laceration,,Other,,Child in care at the operation
Licensed Center,839437,NaNas Playhouse,45930009,0,1577625,2395864,12/4/2017,12/13/2017,Y,N,Serious,Fracture,,Other,,Child in care at the operation
Licensed Center,839798,Kids Camp,,0,1577678,2395954,12/4/2017,12/8/2017,Y,N,Non-Serious,Laceration,,Indoor Equipment/Structure,,Child in care at the operation
Licensed Center,856146,St. Joseph Catholic Early Learning Center,0,0,1577616,2395931,12/4/2017,12/27/2017,Y,N,Non-Serious,Other,nursemaid elbow,Other,,Child in care at the operation
Licensed Center,8683,Christ Lutheran Child Development Center,,,1577785,2395963,12/4/2017,12/11/2017,Y,N,Non-Serious,Laceration,,Other,,Child in care at the operation
Licensed Center,868838-810,"WOS, Inc.  D/B/A The Childrens Courtyard",,,1577841,2395972,12/4/2017,1/8/2018,Y,N,Non-Serious,Other,Bump,Other,,Child in care at the operation
Licensed Center,930066,Bright Horizons at Plaza of Americas,,,1577697,2396145,12/4/2017,2/1/2018,Y,N,Non-Serious,Other,Swollen,Other,,Child in care at the operation
Licensed Center,1224666,Grins-N-Giggles Playhouse,,,1577709,2396144,12/5/2017,1/29/2018,Y,N,Serious,Mouth/Eye/Ear,,Indoor Equipment/Structure,,Child in care at the operation
Licensed Center,139550,Smithville Head Start,,0,1577732,2396261,12/5/2017,12/20/2017,Y,N,Non-Serious,Other,small cut,Other,,Child in care at the operation
Licensed Center,1490266-5371,Austin One Stop Head Start Center (A-1),,,1577729,2396214,12/5/2017,2/1/2018,Y,N,Non-Serious,Mouth/Eye/Ear,,Indoor Equipment/Structure,,Child in care at the operation
Licensed Center,1512886,Children's Learning Adventure Child Care Center,,,1577702,2396191,12/5/2017,12/7/2017,Y,N,Non-Serious,Laceration,,Self-Inflicted,On the playground OV fell.,Child in care at the operation
Licensed Center,1520784,Pre-K 4 SA - South Education Center,,,1577768,2396043,12/5/2017,12/6/2017,Y,N,Non-Serious,Contusion,,Other,,Child in care at the operation
Licensed Center,1635743,The Foshee Family House of Tiny Treasures,,,1577693,2396151,12/5/2017,2/2/2018,Y,N,Non-Serious,Laceration,,Other,,Child in care at the operation
Licensed Center,1645099,Panhandle Montessori Preschool,,0,1577728,2396196,12/5/2017,1/30/2018,Y,N,Non-Serious,Laceration,,Indoor Equipment/Structure,,Child in care at the operation
Licensed Center,1646959,Kiddie Academy of Canyon Springs,,,1577762,2396141,12/5/2017,1/3/2018,Y,N,Non-Serious,Mouth/Eye/Ear,,Other,,Child in care at the operation
Licensed Center,818554,Little Servant Christian Academy,,0,1577733,2396248,12/5/2017,1/16/2018,Y,N,Serious,Mouth/Eye/Ear,,Outdoor Equipment/Structure,,Child in care at the operation
Licensed Center,853780,Golden Child Day Care and Learning Center,45941149,69858699,1578038,2396434,12/5/2017,1/26/2018,Y,N,Non-Serious,Other,subluxation of right radial head,Other,,Child in care at the operation
Licensed Center,1496591,Champion Zone LLC,,0,1577815,2396608,12/6/2017,12/11/2017,Y,N,Serious,Fracture,,Outdoor Equipment/Structure,,Child in care at the operation
Licensed Center,1544074,Alpha Academy #3,,,1577838,2396680,12/6/2017,2/1/2018,Y,N,Non-Serious,Contusion,,Indoor Equipment/Structure,Wall/Column,Child in care at the operation
Licensed Center,1571319,Copernicus Stem Language & Arts Academy,,0,1577823,2396692,12/6/2017,1/23/2018,Y,N,Non-Serious,Internal,Nursemaid's Elbow,Self-Inflicted,Resisting/Pulling away,Child in care at the operation
Licensed Center,1576428,Childcare Network #261,,0,1577924,2396635,12/6/2017,12/18/2017,Y,N,Non-Serious,Mouth/Eye/Ear,,Outdoor Equipment/Structure,Contusion to mouth and lost tooth,Child in care at the operation
Licensed Center,1626436,Tomorrow's Future Learning Center,,0,1577803,2396572,12/6/2017,12/13/2017,Y,N,Non-Serious,Other,bump,Indoor Equipment/Structure,,Child in care at the operation
Licensed Center,179420,St. Paul Lutheran Preschool,,,1577819,2396527,12/6/2017,12/13/2017,Y,N,Non-Serious,Other,A cut on forehead.,Indoor Equipment/Structure,The child slid into a door cutting his head,Child in care at the operation
Licensed Center,244813-825,Adelina Fritz Child Development Center,,,1577860,2396588,12/6/2017,1/17/2018,Y,N,Non-Serious,Other,Bead in nose,Self-Inflicted,Placing bead in nose,Child in care at the operation
Licensed Center,410008-750,YWCAre at Ramirez Elementary,,,1577840,2396675,12/6/2017,1/26/2018,Y,N,Non-Serious,Contusion,,Other,,Child in care at the operation
Licensed Center,525594,Bertha Alyce Center,45945961,69846564,1577843,2396627,12/6/2017,12/28/2017,Y,N,Non-Serious,Burn,,Self-Inflicted,unknown,Child in care away from the operation
Licensed Center,548287,Kids Kingdom,45945928,,1577867,2396632,12/6/2017,12/8/2017,Y,N,Non-Serious,Other,Biting,Other,,Child in care at the operation
Licensed Center,846833-2222,Blackshear Early Childhood Center,,,1577960,2396623,12/6/2017,2/1/2018,Y,N,Non-Serious,Laceration,,Indoor Equipment/Structure,,Child in care at the operation
Licensed Center,850837,Boals Elementary Alphabest,,,1577928,2396617,12/6/2017,12/14/2017,Y,N,Serious,Fracture,,Outdoor Equipment/Structure,,Child in care at the operation
Licensed Center,892167,Creative Child Early Education,,,1577786,2396484,12/6/2017,1/11/2018,Y,N,Non-Serious,Laceration,,Indoor Equipment/Structure,Cart,Child in care at the operation
Licensed Center,1170806,Oak View Academy Montessori and Traditional Education,,0,1577938,2397108,12/7/2017,1/19/2018,Y,N,Serious,Laceration,,Indoor Equipment/Structure,door,Child in care at the operation
Licensed Center,1183708,Dodd Elementary AlphaBest,,0,1577964,2397139,12/7/2017,1/4/2018,Y,N,Serious,Mouth/Eye/Ear,,Other,,Child in care at the operation
Licensed Center,1183708,Dodd Elementary AlphaBest,,,1577965,2397132,12/7/2017,12/14/2017,Y,N,Serious,Fracture,,Outdoor Equipment/Structure,,Child in care at the operation
Licensed Center,1470026,Plano ISD - Employee Child Care at Mendenhall,,,1577998,2397016,12/7/2017,1/18/2018,Y,N,Non-Serious,Fracture,,Other,,Child in care at the operation
Licensed Center,1520002,Christ the Redeemer  Genesis Early Childhood Program,,,1577900,2396984,12/7/2017,12/12/2017,Y,N,Non-Serious,Other,wounded lip,Other,,Child in care at the operation
Licensed Center,1547361,Presbyterian Early Learning Center,,0,1577846,2396767,12/7/2017,12/14/2017,Y,N,Serious,Fracture,,Other,,Child in care at the operation
Licensed Center,1603258,Adventure Kids Playcare,45949272,0,1577897,2396878,12/7/2017,1/5/2018,Y,N,Non-Serious,Other,cut on eyebrow,Other,,Child in care at the operation
Licensed Center,1605716-825,PCI Imperial,,,1578183,2397141,12/7/2017,1/25/2018,Y,N,Non-Serious,Laceration,,Indoor Equipment/Structure,,Child in care at the operation
Licensed Center,1656049,Primrose School of Schertz,,,1577942,2397111,12/7/2017,1/3/2018,Y,N,Non-Serious,Other,Nursemaid's Elbow,Outdoor Equipment/Structure,,Child in care at the operation
Licensed Center,1656935,Holy Spirit Parents Day Out & Preschool,,,1577930,2397047,12/7/2017,2/1/2018,Y,N,Serious,Laceration,,Indoor Equipment/Structure,,Child in care at the operation
Licensed Center,310889,Little Farmers Day Care,,0,1577966,2397082,12/7/2017,12/22/2017,Y,N,Serious,Fracture,,Other,,Child in care at the operation
Licensed Center,536992-748,Texas Migrant Council Progreso,,,1577984,2397337,12/7/2017,1/5/2018,Y,N,Non-Serious,Laceration,,Vehicle,puncture ,Child in care away from the operation
Licensed Center,64733,Harvest Child Enrichment Center,45953431,69853661,1577959,2397188,12/7/2017,12/29/2017,Y,N,Non-Serious,Contusion,,Indoor Equipment/Structure,,Child in care at the operation
Licensed Center,841239-806,Isbell Elementary YMCA,,,1577871,2396876,12/7/2017,1/29/2018,Y,N,Non-Serious,Fracture,,Other,,Child in care at the operation
Licensed Center,868838-810,"WOS, Inc.  D/B/A The Childrens Courtyard",45953010,,1577933,2397072,12/7/2017,1/4/2018,Y,N,Non-Serious,Contusion,,Other,,Child in care at the operation
Licensed Center,113809,First Protestant School,,,1578112,2397413,12/8/2017,1/5/2018,Y,N,Non-Serious,Other,Nurse Maid elbow,Other,,Child in care at the operation
Licensed Center,1521205,Gabriels Little Angels Preschool,,,1577999,2397275,12/8/2017,12/13/2017,Y,N,Non-Serious,Mouth/Eye/Ear,,Other,,Child in care at the operation
Licensed Center,1544886,Pre-K 4 SA East Education Center,,,1578152,2397458,12/8/2017,1/5/2018,Y,N,Serious,Internal,,Other,,Child in care at the operation
Licensed Center,187507,Holy Trinity Learning Center,45958169,0,1578034,2397354,12/8/2017,12/20/2017,Y,N,Non-Serious,Other,broken skin from nails,Discipline,grabbing,Child in care at the operation
Licensed Center,41245,Green Acres Early Education Center,,,1578145,2397435,12/8/2017,12/12/2017,Y,N,Non-Serious,Laceration,,Outdoor Equipment/Structure,,Child in care at the operation
Licensed Center,417193-1025,Camp Fire Kids Care Henderson,,,1578156,2397242,12/8/2017,1/8/2018,Y,N,Non-Serious,Contusion,,Other,,Child in care at the operation
Licensed Center,834314,Primrose School of Eldorado,,,1578097,2397382,12/8/2017,12/22/2017,Y,N,Non-Serious,Laceration,,Indoor Equipment/Structure,,Child in care at the operation
Licensed Center,851001,Ashley Elementary AlphaBest,,0,1578126,2397662,12/8/2017,12/18/2017,Y,N,Non-Serious,Fracture,,Outdoor Equipment/Structure,,Child in care at the operation
Licensed Center,878313,Southern Preparatory Academy,,,1578105,2397537,12/8/2017,1/3/2018,Y,N,Serious,Laceration,,Indoor Equipment/Structure,,Child in care at the operation
Licensed Center,926626,Attitude Respect N Manners Learning Center,,,1577973,2397271,12/8/2017,1/3/2018,Y,N,Non-Serious,Other,febrile seizure,Other,,Child in care at the operation
Licensed Center,1038346,YMCA Ronald Reagan Elementary School,,,1578229,2398631,12/9/2017,12/14/2017,Y,N,Non-Serious,Contusion,,Other,,Child in care at the operation
Licensed Center,1150286,Bright Star Academy Schools,,,1578107,2397508,12/9/2017,12/12/2017,Y,N,Non-Serious,Laceration,,Indoor Equipment/Structure,,Child in care at the operation
Licensed Center,34321-1346,Little Tyke - Richland Hills,,,1578233,2397682,12/9/2017,2/6/2018,Y,N,Non-Serious,Other,Bumped mouth - loose teeth,Outdoor Equipment/Structure,,Child in care at the operation
Licensed Center,1352732,Ivy Kids Early Learning Center,,,1578171,2398421,12/11/2017,2/2/2018,Y,N,Serious,Laceration,,Outdoor Equipment/Structure,,Child in care at the operation
Licensed Center,1450126,Little Scholars Academy,,,1578190,2398442,12/11/2017,12/28/2017,Y,N,Serious,Fracture,,Other,,Child in care at the operation
Licensed Center,150538-747,Kinder Care 448,,,1578169,2398390,12/11/2017,1/14/2018,Y,N,Non-Serious,Other,bite marks,Other,,Child in care at the operation
Licensed Center,163942,Walnut Hill Methodist Creative,,,1578223,2397952,12/11/2017,1/8/2018,Y,N,Non-Serious,Laceration,,Other,,Child in care at the operation
Licensed Center,1653992,Little Einstein's Academy,,,1578161,2398360,12/11/2017,12/28/2017,Y,N,Non-Serious,Other,bruised finger tip,Indoor Equipment/Structure,door,Child in care at the operation
Licensed Center,1664613,Oak Leaf Kids Academy,,,1578219,2397644,12/11/2017,1/10/2018,Y,N,Non-Serious,Contusion,,Outdoor Equipment/Structure,,Child in care at the operation
Licensed Center,408499,Lord Of Life Lutheran Child Development Center,,,1578160,2398156,12/11/2017,1/9/2018,Y,N,Non-Serious,Mouth/Eye/Ear,,Self-Inflicted,The child tripped an d hit his mouth. ,Child in care at the operation
Licensed Center,527562,Primrose School of Bedford,,,1578234,2397511,12/11/2017,2/8/2018,Y,N,Non-Serious,Other,Cut on the chin,Outdoor Equipment/Structure,,Child in care at the operation
Licensed Center,549391,Malaika's Academy,45967728,0,1578321,2398089,12/11/2017,1/9/2018,Y,N,Non-Serious,Other,bump/bruise on foot,Other,,Child in care at the operation
Licensed Center,829706-684,La Petite Academy,,,1578236,2398159,12/11/2017,12/12/2017,Y,N,Non-Serious,Laceration,,Outdoor Equipment/Structure,concrete patio,Child in care at the operation
Licensed Center,1182546-1967,Stepping Stone School XIX,,,1578239,2398765,12/12/2017,12/14/2017,Y,N,Non-Serious,Other,bite,Other,,Child in care at the operation
Licensed Center,1356926,First Class Child Development Center 2,45981450,0,1578275,2398900,12/12/2017,1/4/2018,Y,N,Non-Serious,Other,Bruise,Other,,Child in care away from the operation
Licensed Center,1486646,The Kids Academy of the RGV,45982708,,1578439,2399168,12/12/2017,1/17/2018,Y,N,Non-Serious,Other,scratches,Indoor Equipment/Structure,,Child in care at the operation
Licensed Center,153811,Lake Shore Baptist Childrens Center,,0,1578273,2398915,12/12/2017,12/22/2017,Y,N,Serious,Laceration,,Indoor Equipment/Structure,,Child in care at the operation
Licensed Center,1543362,The Eency Weency Chickabees Academy-Campus II,,,1578261,2398847,12/12/2017,12/27/2017,Y,N,Non-Serious,Fracture,,Other,,Child in care at the operation
Licensed Center,1547502,YMCA at Scott Elementary,,,1578305,2398914,12/12/2017,1/24/2018,Y,N,Non-Serious,Laceration,,Outdoor Equipment/Structure,pavement,Child in care at the operation
Licensed Center,1654136-1967,Stepping Stone School,,0,1578227,2398656,12/12/2017,1/9/2018,Y,N,Serious,Fracture,,Other,,Child in care at the operation
Licensed Center,311733,St Johns CCC,,,1578340,2398663,12/12/2017,12/14/2017,Y,N,Non-Serious,Fracture,,Outdoor Equipment/Structure,,Child in care at the operation
Licensed Center,1422586,Universal Satori Learning Centers Inc,,,1578367,2399173,12/13/2017,1/16/2018,Y,N,Non-Serious,Contusion,,Self-Inflicted,Child walked in to a wall,Child in care at the operation
Licensed Center,1513241,Southlake Early Care and Education,,,1578482,2399416,12/13/2017,2/9/2018,Y,N,Non-Serious,Contusion,,Indoor Equipment/Structure,Sign fell,Child in care at the operation
Licensed Center,1545529,Mercy Gate Learning Center,,,1578307,2399054,12/13/2017,2/5/2018,Y,N,Non-Serious,Mouth/Eye/Ear,,Other,,Child in care at the operation
Licensed Center,1618103,Reggio Emilia Multilingual Preschool Academy,,0,1578355,2399333,12/13/2017,1/10/2018,Y,N,Non-Serious,Other,possible fracture or sprain,Indoor Equipment/Structure,,Child in care at the operation
Licensed Center,1626890,KLA School of Flower Mound,,,1578404,2399414,12/13/2017,12/27/2017,Y,N,Non-Serious,Other,bruising/swelling,Other,,Child in care at the operation
Licensed Center,1627411,Castle Creek Christian Academy,,,1578346,2399274,12/13/2017,12/20/2017,Y,N,Non-Serious,Other,cut  inside mouth,Indoor Equipment/Structure,floor,Child in care at the operation
Licensed Center,1631148,CDI Head Start Serving North Texas Glen Rose Early Head Star,,,1578495,2399361,12/13/2017,2/1/2018,Y,N,Non-Serious,Laceration,,Indoor Equipment/Structure,Fell and hit lip on floor,Child in care at the operation
Licensed Center,1643253,Little Sunshine's Playhouse and Preschool,,,1578459,2399296,12/13/2017,1/10/2018,Y,N,Non-Serious,Other,Bump,Indoor Equipment/Structure,,Child in care at the operation
Licensed Center,1654398,Precious Kargo Academy,45988507,69884863,1578341,2399273,12/13/2017,2/15/2018,Y,N,Non-Serious,Laceration,,Other,,Child in care at the operation
Licensed Center,1664038,Kids R Kids 54 TX,45986608,,1578353,2399199,12/13/2017,1/11/2018,Y,N,Non-Serious,Other,Ruptured Hymen,Other,,Child in care at the operation
