activity_type,self_report,activity_date,activity_id,operation_number,operation_id,operation_type,operation_name,location_address,mailing_address,county,type_of_issuance,issuance_date,conditions_on_permit,accepts_child_care_subsidies,total_capacity,licensed_to_serve_ages,corrective_action,adverse_action,temporarily_closed,programmatic_services,treatment_services,deficiency_high,deficiency_medium_high,deficiency_medium,deficiency_medium_low,deficiency_low,total_inspections,total_assessments,total_reports,total_self_reports,location_address_geo,related_violation,injury_detail
REPORT,N,2017-02-06,428431245,1507336,1102411,Licensed Center,Pinnacle Kids' Academy II,15706 CLASSEN RD  SAN ANTONIO TX- 78247,15706 CLASSEN RD  SAN ANTONIO TX- 78247,BEXAR,Full Permit,07/29/2013,NO,N,157,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,14,8,4,0,0,18,0,2,1,"15706 CLASSEN RD SAN ANTONIO TX- 78247
(29.587196, -98.406885)",,3i
REPORT,N,2016-07-06,428430623,1458487,1040708,Licensed Center,Club Rewind Summer Camp at Gleason Elementary School,9203 WILLOWBRIDGE PARK BLVD  HOUSTON TX- 77064 6304,9203 WILLOWBRIDGE PARK BLVD  HOUSTON TX- 77064 6304,HARRIS,Full Permit,08/08/2012,NO,N,250,School,NO,NO,NO,,,1,1,0,0,0,2,0,1,0,"9203 WILLOWBRIDGE PARK BLVD HOUSTON TX- 77064 6304
(29.90348, -95.557818)",2r,4m
REPORT,Y,2015-09-23,428425793,908377,369515,Licensed Center,Shining Stars Daycare Center,1612 SIMMONS AVE  JOURDANTON TX- 78026 2752,1612 SIMMONS AVE  JOURDANTON TX- 78026 2752,ATASCOSA,Full Permit,03/16/2009,NO,Y,66,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,8,9,2,0,0,11,0,1,3,"1612 SIMMONS AVE JOURDANTON TX- 78026 2752
(28.922961, -98.545073)",3s,3i
REPORT,Y,2015-09-23,428425793,908377,369515,Licensed Center,Shining Stars Daycare Center,1612 SIMMONS AVE  JOURDANTON TX- 78026 2752,1612 SIMMONS AVE  JOURDANTON TX- 78026 2752,ATASCOSA,Full Permit,03/16/2009,NO,Y,66,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,8,9,2,0,0,11,0,1,3,"1612 SIMMONS AVE JOURDANTON TX- 78026 2752
(28.922961, -98.545073)",3s,7s
REPORT,N,2016-01-13,428431043,1499634,1093628,Licensed Center,Alexanders Academy,3110 FM 2920 RD  SPRING TX- 77388 3431,3110 FM 2920 RD  SPRING TX- 77388 3431,HARRIS,Full Permit,03/28/2013,YES,Y,153,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,1,2,2,1,0,4,0,4,0,"3110 FM 2920 RD SPRING TX- 77388 3431
",2r,8u
REPORT,N,2016-01-13,428431043,1499634,1093628,Licensed Center,Alexanders Academy,3110 FM 2920 RD  SPRING TX- 77388 3431,3110 FM 2920 RD  SPRING TX- 77388 3431,HARRIS,Full Permit,03/28/2013,YES,Y,153,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,1,2,2,1,0,4,0,4,0,"3110 FM 2920 RD SPRING TX- 77388 3431
",2r,6m
REPORT,Y,2016-02-16,428428255,1170346,691948,Licensed Center,Legacy Preschool of Portland LLC,902 MOORE AVE  PORTLAND TX- 78374 2228,902 MOORE AVE  PORTLAND TX- 78374 2228,SAN PATRICIO,Full Permit,01/14/2011,NO,Y,175,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,5,6,2,0,0,8,0,2,1,"902 MOORE AVE PORTLAND TX- 78374 2228
(26.633204, -81.574591)",,4m
REPORT,Y,2016-09-20,428414532,247848,108007,Licensed Center,Hope Lutheran School,5700 98TH ST  LUBBOCK TX- 79424 4458,5700 98TH ST  LUBBOCK TX- 79424 4458,LUBBOCK,Full Permit,02/28/1991,YES,Y,300,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,12,21,10,1,0,27,1,3,7,"5700 98TH ST LUBBOCK TX- 79424 4458
(33.505181, -101.938899)",2r,4m
REPORT,N,2016-10-26,428431890,1514882,1111390,Licensed Center,Caring and Sharing Learning Center,1500 W GRIFFIN PKWY STE ABC MISSION TX- 78572 2501,1500 W GRIFFIN PKWY STE ABC MISSION TX- 78572 2501,HIDALGO,Full Permit,10/22/2013,NO,Y,68,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,8,32,11,2,0,17,0,3,1,"1500 W GRIFFIN PKWY STE ABC MISSION TX- 78572 2501
",2r,4m
REPORT,N,2017-07-08,428431892,1514882,1111390,Licensed Center,Caring and Sharing Learning Center,1500 W GRIFFIN PKWY STE ABC MISSION TX- 78572 2501,1500 W GRIFFIN PKWY STE ABC MISSION TX- 78572 2501,HIDALGO,Full Permit,10/22/2013,NO,Y,68,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,8,32,11,2,0,17,0,3,1,"1500 W GRIFFIN PKWY STE ABC MISSION TX- 78572 2501
",2r,4m
REPORT,Y,2016-03-09,428433173,1536167,1139896,Licensed Center,A Bright Beginning Private School,407 E POLK ST  RICHARDSON TX- 75081 4261,407 E POLK ST  RICHARDSON TX- 75081 4261,DALLAS,Full Permit,04/14/2014,NO,Y,73,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,4,6,9,3,1,7,0,2,1,"407 E POLK ST RICHARDSON TX- 75081 4261
(32.947346, -96.726696)",3s,4m
REPORT,Y,2016-03-09,428433173,1536167,1139896,Licensed Center,A Bright Beginning Private School,407 E POLK ST  RICHARDSON TX- 75081 4261,407 E POLK ST  RICHARDSON TX- 75081 4261,DALLAS,Full Permit,04/14/2014,NO,Y,73,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,4,6,9,3,1,7,0,2,1,"407 E POLK ST RICHARDSON TX- 75081 4261
(32.947346, -96.726696)",2r,4m
REPORT,N,2016-07-18,428420492,832957,236468,Licensed Center,Kaleidoscope Kids Childrens Center,5750 S RICE AVE  HOUSTON TX- 77081 2910,5750 S RICE AVE  HOUSTON TX- 77081 2910,HARRIS,Full Permit,03/05/2004,YES,Y,95,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,12,8,1,0,1,12,0,6,1,"5750 S RICE AVE HOUSTON TX- 77081 2910
(29.718832, -95.468088)",4s,8u
REPORT,Y,2016-06-20,428420491,832957,236468,Licensed Center,Kaleidoscope Kids Childrens Center,5750 S RICE AVE  HOUSTON TX- 77081 2910,5750 S RICE AVE  HOUSTON TX- 77081 2910,HARRIS,Full Permit,03/05/2004,YES,Y,95,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,12,8,1,0,1,12,0,6,1,"5750 S RICE AVE HOUSTON TX- 77081 2910
(29.718832, -95.468088)",,3i
REPORT,Y,2017-04-13,428427805,1101826- 750,604108,Licensed Center,YWCAre at Stewart Elementary,4815 46TH ST  LUBBOCK TX- 79414 3225,4815 46TH ST  LUBBOCK TX- 79414 3225,LUBBOCK,Full Permit,06/11/2010,NO,Y,40,School,NO,NO,NO,,,4,5,4,0,2,9,0,1,2,"4815 46TH ST LUBBOCK TX- 79414 3225
(33.552443, -101.914817)",,4m
REPORT,Y,2016-02-16,428427803,1101826- 750,604108,Licensed Center,YWCAre at Stewart Elementary,4815 46TH ST  LUBBOCK TX- 79414 3225,4815 46TH ST  LUBBOCK TX- 79414 3225,LUBBOCK,Full Permit,06/11/2010,NO,Y,40,School,NO,NO,NO,,,4,5,4,0,2,9,0,1,2,"4815 46TH ST LUBBOCK TX- 79414 3225
(33.552443, -101.914817)",4s,7s
REPORT,Y,2016-02-16,428427803,1101826- 750,604108,Licensed Center,YWCAre at Stewart Elementary,4815 46TH ST  LUBBOCK TX- 79414 3225,4815 46TH ST  LUBBOCK TX- 79414 3225,LUBBOCK,Full Permit,06/11/2010,NO,Y,40,School,NO,NO,NO,,,4,5,4,0,2,9,0,1,2,"4815 46TH ST LUBBOCK TX- 79414 3225
(33.552443, -101.914817)",1f,7s
REPORT,Y,2016-03-15,428430402,1423786,996748,Licensed Center,Rockbrook Montessori at Flower Mound,2501 SIMMONS RD  FLOWER MOUND TX- 75022 4746,2501 SIMMONS RD  FLOWER MOUND TX- 75022 4746,DENTON,Full Permit,08/15/2012,NO,N,204,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,10,6,2,0,1,12,0,0,3,"2501 SIMMONS RD FLOWER MOUND TX- 75022 4746
(33.019214, -97.088362)",2r,4m
REPORT,Y,2017-04-10,428437198,1630047,1250238,Licensed Center,Sweet Pea's Daycare,8234 STATE HIGHWAY 154 W  GILMER TX- 75644 4443,8234 STATE HIGHWAY 154 W  GILMER TX- 75644 4443,UPSHUR,Full Permit,08/07/2017,NO,N,48,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,3,21,17,2,8,18,0,0,1,"8234 STATE HIGHWAY 154 W GILMER TX- 75644 4443
(32.756654, -95.122479)",2r,4m
REPORT,N,2017-02-02,428431641,1511507,1107282,Licensed Center,Wee Care Learning Center,159 SETTLEMENT DR  BASTROP TX- 78602 9620,159 SETTLEMENT DR  BASTROP TX- 78602 9620,BASTROP,Full Permit,03/19/2013,NO,Y,328,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,3,3,2,0,0,22,0,16,3,"159 SETTLEMENT DR BASTROP TX- 78602 9620
(30.115106, -97.3479)",2r,4m
REPORT,Y,2017-03-20,428429936,1385746,953108,Licensed Center,Seay Child Care Center,6100 W PARKER RD  PLANO TX- 75093 7912,6100 W PARKER RD  PLANO TX- 75093 7912,COLLIN,Full Permit,11/09/2011,NO,N,265,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,0,4,0,0,0,7,0,1,1,"6100 W PARKER RD PLANO TX- 75093 7912
(33.045113, -96.833138)",2r,4m
REPORT,Y,2016-07-13,428426608,970847,448448,Licensed Child-Care Home,Ramelrose Home Day Care,6513 MACARENA DR  CORPUS CHRISTI TX- 78414 6448,6513 MACARENA DR  CORPUS CHRISTI TX- 78414 6448,NUECES,Full Permit,10/28/2009,NO,Y,12,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,0,2,5,0,1,4,0,0,1,"6513 MACARENA DR CORPUS CHRISTI TX- 78414 6448
(27.642698, -97.390784)",,4m
REPORT,N,2016-08-20,428416844,523808- 810,147424,Licensed Center,Childrens Courtyard,1504 N GARDEN RIDGE BLVD  LEWISVILLE TX- 75077 2199,1504 N GARDEN RIDGE BLVD  LEWISVILLE TX- 75077 2199,DENTON,Full Permit,03/19/1997,NO,N,304,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,4,6,2,0,0,19,0,2,7,"1504 N GARDEN RIDGE BLVD LEWISVILLE TX- 75077 2199
(33.064795, -97.035847)",2r,4m
REPORT,N,2015-03-16,428434001,1548740,1157301,Registered Child-Care Home,LaShanda Horn,9105 BELLGROVE CT  KILLEEN TX- 76542 6300,9105 BELLGROVE CT  KILLEEN TX- 76542 6300,BELL,Registered,10/24/2014,NO,Y,12,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,1,8,2,0,1,8,0,3,0,"9105 BELLGROVE CT KILLEEN TX- 76542 6300
(31.048031, -97.722787)",2r,4m
REPORT,Y,2017-06-02,428436834,1627364,1246610,Licensed Center,Xplor,686 FM 1187 E  CROWLEY TX- 76036 4355,686 FM 1187  CROWLEY TX- 76036,TARRANT,Full Permit,07/01/2016,NO,N,274,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,11,13,6,0,0,24,0,2,10,"686 FM 1187 E CROWLEY TX- 76036 4355
(32.566411, -97.349589)",,2a
REPORT,Y,2017-06-02,428436834,1627364,1246610,Licensed Center,Xplor,686 FM 1187 E  CROWLEY TX- 76036 4355,686 FM 1187  CROWLEY TX- 76036,TARRANT,Full Permit,07/01/2016,NO,N,274,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,11,13,6,0,0,24,0,2,10,"686 FM 1187 E CROWLEY TX- 76036 4355
(32.566411, -97.349589)",,4m
REPORT,Y,2017-11-16,428425875,915928,378860,Licensed Center,Christ the King Cathedral Early Childhood Development Center,5502 NASHVILLE AVE  LUBBOCK TX- 79413 4666,5502 NASHVILLE AVE  LUBBOCK TX- 79413 4666,LUBBOCK,Full Permit,04/20/2009,NO,N,170,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,1,3,3,0,1,6,0,1,2,"5502 NASHVILLE AVE LUBBOCK TX- 79413 4666
(33.543532, -101.898554)",2r,4m
REPORT,N,2017-07-26,428425694,905688- 2109,367066,Licensed Center,Peppermint Plantation Inc #3 & #4,"712 Scharbauer #113, #115, #122 Midland TX- 79701",1300 N BIG SPRING ST  MIDLAND TX- 79701 2752,MIDLAND,Full Permit,12/18/2008,YES,N,381,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,1,1,0,0,0,7,0,4,0,"712 Scharbauer #113, #115, #122 Midland TX- 79701
",2r,4m
REPORT,N,2017-07-26,428425694,905688- 2109,367066,Licensed Center,Peppermint Plantation Inc #3 & #4,"712 Scharbauer #113, #115, #122 Midland TX- 79701",1300 N BIG SPRING ST  MIDLAND TX- 79701 2752,MIDLAND,Full Permit,12/18/2008,YES,N,381,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,1,1,0,0,0,7,0,4,0,"712 Scharbauer #113, #115, #122 Midland TX- 79701
",2r,7s
REPORT,N,2016-07-09,428420436,831681,233749,Licensed Center,Reyesitos Day Care Center  #2,1601 E PLUM ST  LAREDO TX- 78043 1024,1601 E PLUM ST  LAREDO TX- 78043 1024,WEBB,Full Permit,02/26/2004,NO,Y,44,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,7,37,5,2,0,7,0,1,0,"1601 E PLUM ST LAREDO TX- 78043 1024
(31.590112, -81.866936)",2r,9i
REPORT,N,2016-07-09,428420436,831681,233749,Licensed Center,Reyesitos Day Care Center  #2,1601 E PLUM ST  LAREDO TX- 78043 1024,1601 E PLUM ST  LAREDO TX- 78043 1024,WEBB,Full Permit,02/26/2004,NO,Y,44,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,7,37,5,2,0,7,0,1,0,"1601 E PLUM ST LAREDO TX- 78043 1024
(31.590112, -81.866936)",2r,4m
REPORT,Y,2015-12-09,428431743,1512682,1108633,Licensed Center,The Learning Experience,123 E SANDY LAKE RD  COPPELL TX- 75019,123 E SANDY LAKE RD  COPPELL TX- 75019,DALLAS,Full Permit,10/02/2013,YES,N,180,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,5,1,2,0,0,8,0,1,4,"123 E SANDY LAKE RD COPPELL TX- 75019
(32.969298, -96.991198)",4s,9i
REPORT,Y,2015-12-09,428431743,1512682,1108633,Licensed Center,The Learning Experience,123 E SANDY LAKE RD  COPPELL TX- 75019,123 E SANDY LAKE RD  COPPELL TX- 75019,DALLAS,Full Permit,10/02/2013,YES,N,180,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,5,1,2,0,0,8,0,1,4,"123 E SANDY LAKE RD COPPELL TX- 75019
(32.969298, -96.991198)",4s,2a
REPORT,N,2016-08-18,428431745,1512682,1108633,Licensed Center,The Learning Experience,123 E SANDY LAKE RD  COPPELL TX- 75019,123 E SANDY LAKE RD  COPPELL TX- 75019,DALLAS,Full Permit,10/02/2013,YES,N,180,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,5,1,2,0,0,8,0,1,4,"123 E SANDY LAKE RD COPPELL TX- 75019
(32.969298, -96.991198)",4s,4m
REPORT,Y,2016-01-08,428425018,887142,340941,Licensed Center,Sunshine House,200 LOBO LN  LITTLE ELM TX- 75068 5214,200 LOBO LN  LITTLE ELM TX- 75068 5214,DENTON,Full Permit,01/16/2008,NO,Y,257,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,4,1,0,0,0,12,0,0,6,"200 LOBO LN LITTLE ELM TX- 75068 5214
(34.748778, -112.427969)",,3i
REPORT,Y,2016-02-09,428427371,1059927,553228,Licensed Center,Kids R Kids #48 TX,7410 FRY RD  CYPRESS TX- 77433 3279,7410 FRY RD  CYPRESS TX- 77433 3279,HARRIS,Full Permit,10/30/2009,YES,Y,280,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,6,4,0,0,1,12,0,5,3,"7410 FRY RD CYPRESS TX- 77433 3279
(29.887252, -95.719718)",2r,2a
REPORT,Y,2016-02-09,428427371,1059927,553228,Licensed Center,Kids R Kids #48 TX,7410 FRY RD  CYPRESS TX- 77433 3279,7410 FRY RD  CYPRESS TX- 77433 3279,HARRIS,Full Permit,10/30/2009,YES,Y,280,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,6,4,0,0,1,12,0,5,3,"7410 FRY RD CYPRESS TX- 77433 3279
(29.887252, -95.719718)",2r,4m
REPORT,Y,2016-07-06,428412863,147665,97328,Licensed Center,Odessa Family YMCA Central Branch,3001 E UNIVERSITY BLVD  ODESSA TX- 79762 7902,3001 E UNIVERSITY BLVD  ODESSA TX- 79762 7902,ECTOR,Full Permit,12/12/1985,YES,N,200,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,3,4,0,0,0,16,0,4,3,"3001 E UNIVERSITY BLVD ODESSA TX- 79762 7902
(31.873782, -102.355634)",1f,2a
REPORT,Y,2016-09-28,428437350,1631783,1252377,Licensed Center,Childrens Lighthouse Valley Parkway,2200 S VALLEY PKWY  LEWISVILLE TX- 75067 7438,2200 S VALLEY PKWY  LEWISVILLE TX- 75067 7438,DENTON,Full Permit,07/05/2017,NO,N,213,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,2,0,1,1,1,11,0,1,3,"2200 S VALLEY PKWY LEWISVILLE TX- 75067 7438
(33.008214, -97.019329)",4s,4m
REPORT,Y,2016-09-28,428437350,1631783,1252377,Licensed Center,Childrens Lighthouse Valley Parkway,2200 S VALLEY PKWY  LEWISVILLE TX- 75067 7438,2200 S VALLEY PKWY  LEWISVILLE TX- 75067 7438,DENTON,Full Permit,07/05/2017,NO,N,213,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,2,0,1,1,1,11,0,1,3,"2200 S VALLEY PKWY LEWISVILLE TX- 75067 7438
(33.008214, -97.019329)",1f,4m
REPORT,Y,2016-06-27,428435491,1585196- 668,1199378,Licensed Center,Y School Age @ Curington,601 ADLER ST  BOERNE TX- 78006 1742,601 ADLER ST  BOERNE TX- 78006 1742,KENDALL,Full Permit,01/29/2016,NO,N,80,School,NO,NO,NO,,,2,5,1,2,0,6,2,0,3,"601 ADLER ST BOERNE TX- 78006 1742
(29.804635, -98.726935)",2r,4m
REPORT,N,2016-01-27,428430226,1407648,978528,Licensed Child-Care Home,Little Blessings Childcare,2523 VERNELL WAY  ROUND ROCK TX- 78664 4601,2523 VERNELL WAY  ROUND ROCK TX- 78664 4601,WILLIAMSON,Full Permit,02/28/2013,YES,Y,12,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,3,2,2,0,0,7,0,2,0,"2523 VERNELL WAY ROUND ROCK TX- 78664 4601
(30.536455, -97.664782)",2r,4m
REPORT,N,2016-01-27,428430226,1407648,978528,Licensed Child-Care Home,Little Blessings Childcare,2523 VERNELL WAY  ROUND ROCK TX- 78664 4601,2523 VERNELL WAY  ROUND ROCK TX- 78664 4601,WILLIAMSON,Full Permit,02/28/2013,YES,Y,12,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,3,2,2,0,0,7,0,2,0,"2523 VERNELL WAY ROUND ROCK TX- 78664 4601
(30.536455, -97.664782)",2r,6m
REPORT,N,2016-09-14,428434944,1567576,1181229,Licensed Center,Sunnyside Kampus LLC,647 TX STATE HIGHWAY 62  BUNA TX- 77612 6469,647 TX STATE HIGHWAY 62  BUNA TX- 77612 6469,JASPER,Full Permit,10/14/2015,NO,Y,73,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,0,2,1,0,0,4,0,1,0,"647 TX STATE HIGHWAY 62 BUNA TX- 77612 6469
(30.435679, -93.963919)",2r,4m
REPORT,N,2017-06-19,428417555,539716,158094,Licensed Center,Generations Child Development Centers III,1101 S MAYS ST  ROUND ROCK TX- 78664 6727,2702 KEEL CT  SPICEWOOD TX- 78669 3041,WILLIAMSON,Full Permit,06/08/1999,NO,Y,125,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,1,2,0,0,1,15,0,6,4,"1101 S MAYS ST ROUND ROCK TX- 78664 6727
(30.498215, -97.675976)",2r,4m
REPORT,Y,2017-09-27,428429124,1283246,827768,Licensed Center,"Greatest Gifts Daycare Center, LLC",8122 MARBACH RD STE 128 SAN ANTONIO TX- 78227 1692,8122 MARBACH RD STE 128 SAN ANTONIO TX- 78227 1692,BEXAR,Full Permit,07/22/2011,NO,Y,123,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,9,6,1,0,0,21,0,4,13,"8122 MARBACH RD STE 128 SAN ANTONIO TX- 78227 1692
",4s,2a
REPORT,N,2016-09-01,428429875,1380226,946608,Licensed Center,The Stepping Stone: Private Early Learning Center,301 US HIGHWAY 77 S  HALLETTSVILLE TX- 77964 5675,301 US HIGHWAY 77 S  HALLETTSVILLE TX- 77964 5675,LAVACA,Full Permit,11/30/2012,YES,N,105,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,2,2,1,0,1,8,0,1,0,"301 US HIGHWAY 77 S HALLETTSVILLE TX- 77964 5675
(36.87583, -97.056861)",2r,9i
REPORT,N,2016-09-01,428429875,1380226,946608,Licensed Center,The Stepping Stone: Private Early Learning Center,301 US HIGHWAY 77 S  HALLETTSVILLE TX- 77964 5675,301 US HIGHWAY 77 S  HALLETTSVILLE TX- 77964 5675,LAVACA,Full Permit,11/30/2012,YES,N,105,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,2,2,1,0,1,8,0,1,0,"301 US HIGHWAY 77 S HALLETTSVILLE TX- 77964 5675
(36.87583, -97.056861)",2r,6m
REPORT,N,2017-09-21,428421066,839959,252267,Licensed Center,Preston Park Montessori Academy,1900 PRESTON PARK BLVD  PLANO TX- 75093 3621,1900 PRESTON PARK BLVD  PLANO TX- 75093 3621,COLLIN,Full Permit,07/01/2004,NO,N,200,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,4,1,0,0,0,7,0,4,0,"1900 PRESTON PARK BLVD PLANO TX- 75093 3621
(33.025525, -96.788512)",,3i
REPORT,Y,2016-04-19,428433859,1546542- 9871,1154666,Licensed Center,Loma Learning Center,702 LOMA ST  ALICE TX- 78332 5947,702 LOMA ST  ALICE TX- 78332 5947,JIM WELLS,Full Permit,02/19/2015,NO,N,24,"Infant,Toddler,Pre-Kindergarten",NO,NO,NO,,,4,5,1,0,0,10,0,0,3,"702 LOMA ST ALICE TX- 78332 5947
(27.744683, -98.069679)",2r,4m
REPORT,Y,2016-06-22,428433860,1546542- 9871,1154666,Licensed Center,Loma Learning Center,702 LOMA ST  ALICE TX- 78332 5947,702 LOMA ST  ALICE TX- 78332 5947,JIM WELLS,Full Permit,02/19/2015,NO,N,24,"Infant,Toddler,Pre-Kindergarten",NO,NO,NO,,,4,5,1,0,0,10,0,0,3,"702 LOMA ST ALICE TX- 78332 5947
(27.744683, -98.069679)",,4m
REPORT,Y,2017-07-31,428436134,1610656,1226280,Licensed Center,Peaster's Little Texas Stars,8455 FM 920  WEATHERFORD TX- 76088 2255,8455 FM 920  WEATHERFORD TX- 76088 2255,PARKER,Full Permit,07/19/2016,NO,Y,80,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,11,21,8,0,1,13,0,2,2,"8455 FM 920 WEATHERFORD TX- 76088 2255
(32.867895, -97.867389)",2r,4m
REPORT,Y,2017-10-09,428425581,901493- 1427,362472,Licensed Center,YMCA-Parkside Elementary,301 GARNER PARK DR  GEORGETOWN TX- 78628 7180,301 GARNER PARK DR  GEORGETOWN TX- 78628 7180,WILLIAMSON,Full Permit,02/20/2009,NO,Y,130,School,NO,NO,NO,,,1,3,0,0,0,5,0,0,2,"301 GARNER PARK DR GEORGETOWN TX- 78628 7180
(30.576928, -97.770147)",2r,4m
REPORT,N,2016-03-25,428421179,840862,254246,Licensed Center,Friendship Ranch Child Development Center,1108 24TH ST  CANYON TX- 79015 5400,1108 24TH ST  CANYON TX- 79015 5400,RANDALL,Full Permit,02/11/2005,NO,Y,85,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,5,9,1,0,0,23,1,7,0,"1108 24TH ST CANYON TX- 79015 5400
",2r,6m
REPORT,N,2016-08-24,428423649,861176,296507,Licensed Center,"Joy Child Learning Center, LLC",11200 STEEPLECREST DR  HOUSTON TX- 77065 4937,7922 RIO CRYSTAL DR  HOUSTON TX- 77095 2835,HARRIS,Full Permit,12/08/2006,YES,N,66,"Toddler,Pre-Kindergarten,School",NO,NO,NO,,,0,1,1,0,0,3,0,1,0,"11200 STEEPLECREST DR HOUSTON TX- 77065 4937
(29.912039, -95.586513)",2r,6m
REPORT,N,2016-09-26,428436948,1628293,1247881,Licensed Center,Treehouse Kidz Daycare,11403 HALL RD  HOUSTON TX- 77089 3038,11403 HALL RD  HOUSTON TX- 77089 3038,HARRIS,Full Permit,06/08/2017,YES,Y,40,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,4,20,6,0,1,14,0,4,0,"11403 HALL RD HOUSTON TX- 77089 3038
(29.595635, -95.228875)",2r,4m
REPORT,N,2017-09-08,428425763,905922,367247,Licensed Center,Little Coyotes Day Care Center,710 E MAIN ST  UVALDE TX- 78801 5719,710 E MAIN ST  UVALDE TX- 78801,UVALDE,Full Permit,03/24/2009,NO,Y,53,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,11,24,6,2,1,16,0,3,0,"710 E MAIN ST UVALDE TX- 78801 5719
(42.070754, -91.65977)",2r,4m
REPORT,N,2017-09-08,428425763,905922,367247,Licensed Center,Little Coyotes Day Care Center,710 E MAIN ST  UVALDE TX- 78801 5719,710 E MAIN ST  UVALDE TX- 78801,UVALDE,Full Permit,03/24/2009,NO,Y,53,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,11,24,6,2,1,16,0,3,0,"710 E MAIN ST UVALDE TX- 78801 5719
(42.070754, -91.65977)",2r,6m
REPORT,Y,2016-10-28,428425575,901408,362320,Licensed Center,Academy Christian School,501 ACADEMY BLVD  FORT WORTH TX- 76108 4801,501 ACADEMY BLVD  FORT WORTH TX- 76108 4801,TARRANT,Full Permit,02/24/2009,YES,Y,136,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,4,5,1,0,0,10,0,1,4,"501 ACADEMY BLVD FORT WORTH TX- 76108 4801
",2r,4m
INSPECTION,,2016-11-01,428361699,901408,362320,Licensed Center,Academy Christian School,501 ACADEMY BLVD  FORT WORTH TX- 76108 4801,501 ACADEMY BLVD  FORT WORTH TX- 76108 4801,TARRANT,Full Permit,02/24/2009,YES,Y,136,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,4,5,1,0,0,10,0,1,4,"501 ACADEMY BLVD FORT WORTH TX- 76108 4801
",2r,4m
REPORT,N,2016-06-30,428433929,1547965- 825,1156134,Licensed Center,PCI Place for Life Child Development Center,5820 NW LOOP 410  SAN ANTONIO TX- 78238 2516,1223 BRADY BLVD  SAN ANTONIO TX- 78207,BEXAR,Full Permit,02/23/2015,NO,N,147,"Infant,Toddler,Pre-Kindergarten",NO,NO,NO,,,2,3,1,3,0,12,0,3,4,"5820 NW LOOP 410 SAN ANTONIO TX- 78238 2516
(29.479351, -98.605851)",2r,4m
