NARRATIVE,STANDARD_NUMBER_DESCRIPTION,CORRECTED_DATE,DATE_CORRECTION_VERIFIED,OPERATION_ID
The center did not report when a child received medical treatment from an injury in care.,746.305(a)(2) - Report Child Injury Requiring Medical Treatment,03/14/2017 12:00:00 AM,03/14/2017 12:00:00 AM,923417
"Based on the information gathered during this investigation, operation did not notify licensing of an incident involving a child injury that required medical attention by a health care professional on 2013.",746.305(a)(2) - Report Child Injury Requiring Medical Treatment,11/16/2016 12:00:00 AM,11/18/2016 12:00:00 AM,1111390
The operation failed to notify licensing of a child injury within th required 2 days.,746.305(a)(2) - Report Child Injury Requiring Medical Treatment,08/23/2016 12:00:00 AM,09/07/2016 12:00:00 AM,385029
A child in care received an injury while at the operation. The operation was informed the next day that the child received further medical attention.  This incident was not reported to Child Care Licensing.,746.305(a)(2) - Report Child Injury Requiring Medical Treatment,02/11/2016 12:00:00 AM,02/12/2016 12:00:00 AM,212175
This standard was evaluated in regards to the self reported allegation of a child injury and is found to be deficient. The operation failed to report the incident to licensing within the reporting period found within minimum standards.,746.305(a)(2) - Report Child Injury Requiring Medical Treatment,04/24/2017 12:00:00 AM,04/27/2017 12:00:00 AM,97364
"Based on interviews and observations made during the investigation it was found that the operation did respond appropriately to the injury, contacted parents and completed an incident report, but the operation did not report the incident to Licensing within the required time frame.",746.305(a)(2) - Report Child Injury Requiring Medical Treatment,10/08/2015 12:00:00 AM,10/20/2015 12:00:00 AM,197980
This standard was evaluated in regards to a report and was found to be deficient. Licensing was not notified within the appropriate time frame that a child received medical treatment for a injury the child sustained while in care.,746.305(a)(2) - Report Child Injury Requiring Medical Treatment,07/08/2016 12:00:00 AM,07/13/2016 12:00:00 AM,1189929
"Based upon the information that was received and reviewed throughout the course of the investigation, it was determined that the center did not report an injury that had occurred where medical treatment was obtained.",746.305(a)(2) - Report Child Injury Requiring Medical Treatment,12/11/2015 12:00:00 AM,01/07/2016 12:00:00 AM,293886
"Based on information obtained during Investigation, a child was injured at operation which required medical treatment. Parent notified caregivers of the medical treatment provided but operation did not notify Licensing of this situation.",746.305(a)(2) - Report Child Injury Requiring Medical Treatment,04/29/2016 12:00:00 AM,05/27/2016 12:00:00 AM,896108
Operation did not report injury requiring medical attention in a timely manner.,746.305(a)(2) - Report Child Injury Requiring Medical Treatment,11/01/2016 12:00:00 AM,11/15/2016 12:00:00 AM,362320
The operation did not report an incident from late 2016 in which a child received a hand injury that required medical attention and notification to Licensing.,746.305(a)(2) - Report Child Injury Requiring Medical Treatment,05/15/2017 12:00:00 AM,05/26/2017 12:00:00 AM,100830
Injury was not reported to licensing by the operation.,746.305(a)(2) - Report Child Injury Requiring Medical Treatment,02/15/2016 12:00:00 AM,02/26/2016 12:00:00 AM,1109503
The center did not notify Licensing of an injury that occurred at the center on 2/9/2016 and the child was seen by a doctor.,746.305(a)(2) - Report Child Injury Requiring Medical Treatment,03/21/2016 12:00:00 AM,03/28/2016 12:00:00 AM,1119337
The operation failed to report an incident in which a child sought medical attention due to an injury obtained while in care.,746.305(a)(2) - Report Child Injury Requiring Medical Treatment,10/12/2015 12:00:00 AM,10/15/2015 12:00:00 AM,1149177
"A child was injured in October of 2016 and the parent sought medical attention, but Licensing was never notified. The child did receive medical treatment as a result of this injury. Note, corrected at inspection when I discussed that all incidents where a child seeks medical attention must be reported to Licensing.",746.305(a)(2) - Report Child Injury Requiring Medical Treatment,01/27/2017 12:00:00 AM,,337081
The operation did not report to Child Care Licensing when an injury to a child that received medical treatment occured in care.,746.305(a)(2) - Report Child Injury Requiring Medical Treatment,07/18/2017 12:00:00 AM,08/07/2017 12:00:00 AM,913548
"During the course of this investigation, it was determined that the operation did not notify Licensing when a child was injured and received medical treatment.",746.305(a)(2) - Report Child Injury Requiring Medical Treatment,04/19/2016 12:00:00 AM,,1184109
It was found during an investigation that is was not reported to Licensing that a child was injuried and needed medical attention at the operation.,746.305(a)(2) - Report Child Injury Requiring Medical Treatment,01/31/2017 12:00:00 AM,02/13/2017 12:00:00 AM,1252527
"Based on information obtained, a child was injured while out on the playground in February 2015. The child fell and hit her face on the step of the playscape causing her split her head open. The child required stitches. A report to licensing was not made by the operation.",746.305(a)(2) - Report Child Injury Requiring Medical Treatment,12/04/2015 12:00:00 AM,01/19/2016 12:00:00 AM,537208
A child was sustained an injury while in care and it was not reported to the department.,746.305(a)(2) - Report Child Injury Requiring Medical Treatment,07/18/2017 12:00:00 AM,,299908
During an inspection it was found that the operation did not report to Licensing regarding a child that sustained an injury while in care requiring medical attention.,746.305(a)(2) - Report Child Injury Requiring Medical Treatment,04/14/2016 12:00:00 AM,,354892
This standard was evaluated as part of an investigation and found deficient. A child was injured while in care. The parent notified operation staff the following day the child was taken to the doctor. Operation staff did not report the incident.,746.305(a)(2) - Report Child Injury Requiring Medical Treatment,04/19/2017 12:00:00 AM,04/26/2017 12:00:00 AM,1111473
The operation failed to report within two days an incident in whick a chlid was injured while in care and required medical treatment. The vioaltion was corrected at the time of inspeciton.,746.305(a)(2) - Report Child Injury Requiring Medical Treatment,06/15/2016 12:00:00 AM,,94861
Child Care Licensing was not notified of the child's injury within the 48 hour time frame.,746.305(a)(2) - Report Child Injury Requiring Medical Treatment,04/26/2016 12:00:00 AM,04/27/2016 12:00:00 AM,1118308
A child was sustained an injury while in care and it was not reported to the department.,746.305(a)(2) - Report Child Injury Requiring Medical Treatment,07/18/2017 12:00:00 AM,09/12/2017 12:00:00 AM,299908
The operation did not report an incident to licensing  when the parent informed the operation they were taking their child to the doctor due to the injuries the child sustained while in care at the operation.,746.305(a)(2) - Report Child Injury Requiring Medical Treatment,01/20/2017 12:00:00 AM,01/26/2017 12:00:00 AM,252936
"A child had an injury that required medical attention.  Center did not notify Licensing within 48 hours, as required.    Note:  Center director called Licensing as soon as parent informed center that child was taken to doctor.",746.305(a)(2) - Report Child Injury Requiring Medical Treatment,05/03/2017 12:00:00 AM,,104739
An incident in which a child sought medical attention for an injury in care was not reported to Licensing as required.    Note: the director and assistant director re-completed training on reporting incidents on 06.22.17.  Timeframes for making reports were reiterated at inspection.,746.305(a)(2) - Report Child Injury Requiring Medical Treatment,07/12/2017 12:00:00 AM,,143263
"Based on the information gathered during the investigation, the operation failed to report a serious medical injury requiring a child to receive medical treatment to Licensing. The assistant director stated she called inspector and left a vague voicemail. It was also stated that she did not follow up and call back, did not leave specific information about the incident on voicemail, nor did she follow the correct protocol by calling the local intake line or the state wide intake number.",746.305(a)(2) - Report Child Injury Requiring Medical Treatment,05/24/2017 12:00:00 AM,06/08/2017 12:00:00 AM,203286
