OPERATION_NAME,LOCATION_ADDRESS,COUNTY,STANDARD_NUMBER_DESCRIPTION,CORRECTED_DATE,NARRATIVE,TECHNICAL_ASSISTANCE_GIVEN,OPERATION_TYPE
Creme De La Creme,9375 LEGACY DR  FRISCO TX- 75033 6749,DENTON,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,02/13/2017 12:00:00 AM,"A caregiver was observed on video slapping a child's hand, flicking a child's nose and using the child's own hand to hit the child.",YES,Licensed Center
Creme De La Creme,9375 LEGACY DR  FRISCO TX- 75033 6749,DENTON,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",02/13/2017 12:00:00 AM,"A caregiver was observed in a video pushing children down causing them to fall, pulling a child's hair, and forcefully placing a child on the ground.",YES,Licensed Center
Childrens Circle of Friends Child Development Academy,3510 BOWIE ST  AMARILLO TX- 79109 4943,RANDALL,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,09/06/2017 12:00:00 AM,based on the evidence obtained a caregiver lightly spanked a child with her hand on the bottom.,YES,Licensed Center
Mount Olive Lutheran Preschool,5101 SARATOGA BLVD  CORPUS CHRISTI TX- 78413 2812,NUECES,"746.2805(3) - Prohibited Punishments - Pinching, Shaking, or Biting",11/22/2017 12:00:00 AM,"Based on the information gathered, a caregiver pinched the ear of a child.",YES,Licensed Center
Mount Olive Lutheran Preschool,5101 SARATOGA BLVD  CORPUS CHRISTI TX- 78413 2812,NUECES,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",11/22/2017 12:00:00 AM,"Based on the information gathered, there was sufficient evidence to prove that a caregiver was using acts of harsh, cruel, and unusual punishment towards children in care, on more than one occasion.",YES,Licensed Center
Kinder Kollege Learning Center,2550 W RED BIRD LN STE 412 DALLAS TX- 75237 2314,DALLAS,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,01/06/2017 12:00:00 AM,The caregiver was hitting the children on the hand with a plastic spoon.,NO,Licensed Center
Jack and Jen Child Care Center,123 S MCKOWN AVE  SHERMAN TX- 75092 7413,GRAYSON,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,03/04/2016 12:00:00 AM,This standard was evaluated as part of an investigation and found to be deficient. Based on information obtained during the course of the investigation it was determined that a caregiver is inappropriately disciplining children by spanking.,YES,Licensed Center
Growing Center,5800 SOUTHWEST PKWY  WICHITA FALLS TX- 76310 2931,WICHITA,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,01/31/2017 12:00:00 AM,Investigation concludes a caregiver used prohibited punishment of hitting to a child in care at the operation.,YES,Licensed Center
"Punkin Patch Daycare Center, INC",514 N BROADWAY ST  JOSHUA TX- 76058 3414,JOHNSON,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",04/13/2016 12:00:00 AM,This standard was evaluated as the result of a report that was called in and was found to be deficient.    A caregiver was being harsh with a child when she threatened to pop a child's birthday balloon due to the child's behavior.,YES,Licensed Center
Star Montessori School & Day Care,3868 SPACE CENTER BLVD  PASADENA TX- 77505 3314,HARRIS,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,10/30/2017 12:00:00 AM,"Based on the information found a preschool caregiver has been found to use inappropriate discipline with children in care. In the video viewed the caregiver popped a child on the bottom, poked a child as well as use her hands roughly to move the children around to sit still.",NO,Licensed Center
Star Montessori School & Day Care,3868 SPACE CENTER BLVD  PASADENA TX- 77505 3314,HARRIS,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,10/30/2017 12:00:00 AM,"Based on the information found a preschool caregiver has been found to use inappropriate discipline with children in care. In the video viewed the caregiver popped a child on the bottom, poked a child as well as use her hands roughly to move the children around to sit still.",NO,Licensed Center
Huntsville Head Start,125 FM 980 RD  HUNTSVILLE TX- 77320 7400,WALKER,"746.2805(3) - Prohibited Punishments - Pinching, Shaking, or Biting",11/17/2016 12:00:00 AM,"Based on the evidence obtained during the investigation, including interviews and video footage, there is sufficient evidence that supports that a caregiver pinched a child in care.",YES,Licensed Center
Luv-n-Care No 2,6509 GRISSOM RD  SAN ANTONIO TX- 78238 2237,BEXAR,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,06/03/2016 12:00:00 AM,Based on the information gathered the caregiver in the two year old classroom slapped one child on the hand and kicked another child.,YES,Licensed Center
Footprints Dayschool,4333 SW 51ST AVE  AMARILLO TX- 79109 6133,RANDALL,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",11/08/2017 12:00:00 AM,"Based on the evidence gathered during the investigation, a caregiver used prohibited punishment by pulling on children's ears and grabbing a child's arm.",YES,Licensed Center
Kids First Christian Academy,210 PHILIP ST  JACKSONVILLE TX- 75766 5516,CHEROKEE,"746.2805(3) - Prohibited Punishments - Pinching, Shaking, or Biting",05/26/2017 12:00:00 AM,This standard was evaluated as part of an investigation and found to be deficient. Teachers were seen on different occasions shaking and yelling at children in a hateful way.,YES,Licensed Center
Kid City Pearland,12152 SHADOW CREEK PKWY  PEARLAND TX- 77584 7287,BRAZORIA,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",08/03/2017 12:00:00 AM,"Based on information obtained during this investigation, there is sufficient evidence to conclude a caregiver used prohibited punishment as a form of discipline.",YES,Licensed Center
Cradles & Crayons Day Care,2230 N ZARAGOZA RD STE 101 EL PASO TX- 79938 7965,EL PASO,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",03/16/2016 12:00:00 AM,A caregiver was observed using inappropriate discipline with a child.,YES,Licensed Center
First Baptist Church CDC,217 W CASS ST  GILMER TX- 75644 1903,UPSHUR,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,06/10/2016 12:00:00 AM,This standard was reviewed in relation to the allegation and found to be deficient. There is evidence through interviews of staff and children; that a child was brought to the bathroom to be spanked.,YES,Licensed Center
Cypress-Fairbanks ISD Barker Early Learning Center,17522B LINER LN  HOUSTON TX- 77095 1135,HARRIS,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",03/25/2016 12:00:00 AM,Based on information obtained it is determined that a caregiver grabbed a child by the arm to redirect them after giving the child verbal prompts. It is also determined that the caregiver has yelled at children in care as form of discipline.,NO,Licensed Center
TMC Mathis,599 N HWY 9  MATHIS TX- 78368 1513,SAN PATRICIO,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,05/05/2017 12:00:00 AM,"Based on the information gathered, a caregiver used inappropriate discipline, by swatting a child's hand to redirect their behavior.",YES,Licensed Center
House of Tiny Treasures,1529 LOMBARDY ST  HOUSTON TX- 77023 4528,HARRIS,"746.2805(3) - Prohibited Punishments - Pinching, Shaking, or Biting",11/22/2016 12:00:00 AM,It was shown that a child was pinched by his teacher while he was in care at the operation.,YES,Licensed Center
House of Tiny Treasures,1529 LOMBARDY ST  HOUSTON TX- 77023 4528,HARRIS,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,08/07/2017 12:00:00 AM,It was shown that a caregiver inappropriately disciplined a child.,YES,Licensed Center
Little Rascals Academy & Day Care,5554 S HAMPTON RD  DALLAS TX- 75232 2202,DALLAS,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,09/20/2017 12:00:00 AM,A caregiver used a prohibited form of punishment by hitting children with an object.,NO,Licensed Center
Paducah Child Development Center,805 RICHARDS  PADUCAH TX- 79248,COTTLE,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,09/12/2016 12:00:00 AM,A caregiver used inappropriate discipline with a child in care at the operation.,YES,Licensed Center
St. James Child Development Center Child Inc.,1941 WEBBERVILLE RD  AUSTIN TX- 78721 1679,TRAVIS,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,05/20/2016 12:00:00 AM,It was found that a volunteer used a prohibited method of discipline with a child in care.,NO,Licensed Center
Kinder Elite Academy II,202 S WILLIAM ST  ATLANTA TX- 75551 2855,CASS,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,09/27/2017 12:00:00 AM,"Caregiver did not know that the Licensing inspector was watching and she threaten to spank a child.  When the Licensing inspector asked a few children if the caregiver has spanked before they stated ""yes"".",YES,Licensed Center
Henrys Child Development Center 2000,3115 W 15TH ST  TEXARKANA TX- 75501 4147,BOWIE,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",08/01/2016 12:00:00 AM,Based on the information gathered a caregiver shook a child while in care to intervene while children were fighting.,NO,Licensed Center
Parkview Christian Childcare Center,1100 E LAKE SHORE DR  WACO TX- 76708 3752,MCLENNAN,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,08/09/2016 12:00:00 AM,It was found that prohibited punishments were used at the operation with a child in care.,YES,Licensed Center
Navarro Place Head Start Center,120 N 19TH ST  CORPUS CHRISTI TX- 78408 4002,NUECES,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",01/20/2017 12:00:00 AM,"Based on the information gathered and surveillance of video, a caregiver used harsh, cruel, and unusual punishment towards three children. The caregiver was observed rolling a child off their cot while sleeping, yanking a child by the arm, and tossing a special needs child across the floor.",YES,Licensed Center
Little Tyke Glade Crossing,3033 N MAIN ST  EULESS TX- 76039 7840,TARRANT,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,12/08/2016 12:00:00 AM,This standard was evaluated as part of the investigation. Based on interviews with caregivers it was determined that the standard is deficient. A caregiver was witnessed hitting a child in care.,NO,Licensed Center
Little Tyke Glade Crossing,3033 N MAIN ST  EULESS TX- 76039 7840,TARRANT,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",04/12/2016 12:00:00 AM,A caregiver was observed placing children roughly into timeout and raising their voice to the children. The caregiver was given positive discipline and guidance training immediately after.,YES,Licensed Center
Nazarene Child Care,315 Ovilla RD W P O Box 279 Glenn Heights TX- 75154,ELLIS,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,03/31/2017 12:00:00 AM,During an investigation it was determined that a caregiver hit a child during diaper changing. The caregiver admitted the actions and was subsequently terminated.,YES,Licensed Center
Little Rascal's Clubhouse,2216 W AVENUE M  SAN ANGELO TX- 76901 4258,TOM GREEN,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",06/28/2017 12:00:00 AM,It was determined that a caregiver grabbed a child by the arm and roughly placed the child into time out.,YES,Licensed Center
The Alphabet Club,14530 OLD KATY RD  HOUSTON TX- 77079 1024,HARRIS,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",05/23/2016 12:00:00 AM,"Based on the information found during the investigation, harsh guidance was used when a caregiver forcefully grabbed a child to bring the child toward her for redirection for inappropriate behavior.",NO,Licensed Center
St. John Lutheran Parochial Day Care,606 S CTR  MARION TX- 78124,GUADALUPE,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,07/17/2017 12:00:00 AM,Based on the information gathered the caregiver in the three year old classroom used a wooden spoon to swat a child in care.,YES,Licensed Center
Sienna Kids Academy,8717 SCANLAN TRCE  MISSOURI CITY TX- 77459 7080,FORT BEND,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,11/03/2016 12:00:00 AM,"Based on information obtained, there is sufficient evidence to support that a staff member spanked a child in care.",NO,Licensed Center
The Church at Trophy Lakes Preschool,800 TROPHY CLUB DR  TROPHY CLUB TX- 76262 5481,DENTON,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",04/13/2016 12:00:00 AM,The director admitted she has instructed her caregiver to spray water in a child's face if the child bit another child in care.     The director admitted the caregivers have dipped a child's finger in pickle juice and place the finger in the child's mouth to prevent the child from biting.,YES,Licensed Center
